category_list,market,funding_total_usd,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,product_crowdfunding,market_missing,category_missing,country_missing,Startup_age,days_to_funding,funding_duration_days,funding_per_round,single_funding_event,funding_stage_reached,has_institutional_vc
missing,missing,7500.0,operating,missing,1.0,2014-06-18,2014-05-15,2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,12.0,0.0,0.0,7500.0,1,1,0
|3D|Online Shopping|E-Commerce|3D Technology|Internet|, 3D Technology ,240000.0,operating,missing,2.0,2013-01-01,2014-01-01,2014-05-15,0.0,0.0,205000.0,35000.0,0.0,0.0,0.0,0,0,1,13.0,365.0,134.0,120000.0,0,0,0
|Drones|Manufacturing|, Drones ,35000000.0,operating,USA,3.0,2009-01-01,2012-11-05,2014-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1404.0,680.0,11666666.666666666,0,3,1
|Software|, Software ,909940.0,operating,USA,3.0,2010-01-01,2011-01-21,2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,385.0,916.0,303313.3333333333,0,0,1
|Software|, Software ,169500000.0,operating,USA,3.0,1986-01-01,2014-01-15,2014-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.0,10241.0,271.0,56500000.0,0,0,1
|Hardware + Software|, Hardware + Software ,150000.0,operating,USA,1.0,2009-01-01,2012-12-03,2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1432.0,0.0,150000.0,1,0,1
missing,missing,750000.0,operating,USA,1.0,2012-01-01,2014-10-14,2014-10-14,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,1,1,0,14.0,1017.0,0.0,750000.0,1,0,0
|E-Commerce|, E-Commerce ,400000.0,operating,USA,1.0,2009-02-06,2014-10-12,2014-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,2074.0,0.0,400000.0,1,0,1
|E-Commerce|, E-Commerce ,1250000.0,operating,USA,1.0,1997-05-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0.0,1250000.0,0.0,0.0,0,0,0,29.0,4628.0,0.0,1250000.0,1,0,0
|Physicians|Medical|3D|, Physicians ,,operating,USA,1.0,2012-01-01,2013-04-02,2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,457.0,0.0,,1,0,0
missing,missing,50000.0,operating,missing,1.0,,2013-10-30,2013-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,50000.0,1,1,0
|Automotive|, Automotive ,,operating,USA,1.0,2013-01-01,2014-11-24,2014-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,692.0,0.0,,1,0,0
|Biometrics|Robotics|Kinect|3D|Computer Vision|Software|, Software ,2670000.0,operating,RUS,2.0,2011-04-01,2011-01-01,2012-10-01,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0,0,0,15.0,0.0,639.0,1335000.0,0,1,0
|Retail|, Retail ,530000.0,operating,USA,1.0,,2014-08-22,2014-08-22,0.0,0.0,0.0,530000.0,0.0,0.0,0.0,0,0,0,,,0.0,530000.0,1,0,0
missing,missing,30000.0,operating,missing,1.0,2014-08-03,2014-01-01,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,12.0,0.0,0.0,30000.0,1,1,0
|Video|Games|, Video ,732064.0,operating,missing,1.0,2001-01-01,2010-05-01,2010-05-01,0.0,0.0,0.0,0.0,732064.0,0.0,0.0,0,0,1,25.0,3407.0,0.0,732064.0,1,0,0
|3D Printing|, 3D Printing ,200000.0,operating,USA,1.0,,2014-04-06,2014-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,200000.0,1,0,1
|Biotechnology|, Biotechnology ,7436500.0,operating,USA,2.0,,2009-05-29,2012-08-23,0.0,0.0,0.0,236500.0,0.0,0.0,0.0,0,0,0,,,1182.0,3718250.0,0,0,1
|3D|Mobile|, Mobile ,2065000.0,operating,IND,2.0,2006-06-01,2007-12-01,2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,548.0,974.0,1032500.0,0,3,1
|Curated Web|, Curated Web ,475000.0,operating,missing,1.0,,2008-06-03,2008-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,475000.0,1,0,1
|Health and Wellness|Beauty|E-Commerce|Retail|Travel|, Health and Wellness ,750000.0,operating,USA,1.0,2009-11-01,2013-08-16,2013-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1384.0,0.0,750000.0,1,1,0
|Visualization|Business Analytics|Enterprise Software|E-Commerce|, Business Analytics ,,operating,FRA,1.0,2013-02-01,2013-02-01,2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,,1,0,0
|Brand Marketing|iPhone|Android|Mobile|B2B|Video Streaming|Music|, Mobile ,1700000.0,operating,HUN,2.0,2009-09-15,2011-01-01,2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,473.0,547.0,850000.0,0,2,1
|Music|, Music ,20000000.0,operating,USA,1.0,2003-01-01,2006-04-05,2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.0,1190.0,0.0,20000000.0,1,2,1
|Mobile|, Mobile ,746185.0,operating,CHN,2.0,2005-07-01,2006-03-01,2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,243.0,337.0,373092.5,0,2,1
|Semiconductors|, Semiconductors ,13708150.0,closed,CHN,3.0,2006-11-01,2007-08-20,2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,292.0,924.0,4569383.333333333,0,3,1
|SMS|Messaging|, Messaging ,4000000.0,operating,USA,1.0,2005-01-01,2007-07-01,2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,911.0,0.0,4000000.0,1,2,1
|Software|, Software ,,operating,USA,1.0,2007-02-01,2009-09-17,2009-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,959.0,0.0,,1,0,0
|Web Hosting|, Web Hosting ,65000000.0,acquired,USA,3.0,2004-06-01,2005-01-01,2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,214.0,1360.0,21666666.666666668,0,3,1
|Enterprises|Android|Mobile|, Android ,1500000.0,acquired,missing,1.0,2010-07-01,2010-07-01,2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16.0,0.0,0.0,1500000.0,1,1,0
|iOS|Online Dating|Mobile|Location Based Services|Social Media|, Social Media ,,,missing,1.0,2014-02-18,2014-05-09,2014-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,80.0,0.0,,1,0,0
|Enterprise Software|, Enterprise Software ,5300000.0,operating,CHN,1.0,,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,5300000.0,1,2,1
|Pharmaceuticals|Biotechnology|, Biotechnology ,4783500.0,operating,ESP,2.0,,2007-06-29,2008-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,221.0,2391750.0,0,0,1
|Software|, Software ,25920000.0,operating,USA,4.0,2006-08-01,2010-01-29,2013-06-06,0.0,0.0,0.0,3400000.0,0.0,0.0,0.0,0,0,0,20.0,1277.0,1224.0,6480000.0,0,2,1
|Software|, Software ,1011601.0,operating,USA,3.0,2007-01-01,2010-02-08,2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1134.0,620.0,337200.3333333333,0,1,1
|Curated Web|, Curated Web ,1500000.0,operating,USA,1.0,,2006-10-09,2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1500000.0,1,3,1
missing,missing,,operating,missing,1.0,2008-01-01,2010-09-03,2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,18.0,976.0,0.0,,1,0,0
|Clean Technology|, Clean Technology ,50000000.0,operating,GBR,1.0,,2011-03-11,2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,50000000.0,1,0,0
|Travel|Tourism|Curated Web|, Curated Web ,1500000.0,operating,CHN,2.0,2010-05-23,2011-02-10,2012-05-01,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0,0,0,16.0,263.0,446.0,750000.0,0,2,1
|Game|, Game ,1000000.0,operating,JPN,1.0,,2014-07-29,2014-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1000000.0,1,0,1
|Mobile|, Mobile ,1394250.0,operating,FRA,1.0,2005-01-01,2008-11-14,2008-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,1413.0,0.0,1394250.0,1,0,1
|Payments|Software|Infrastructure|Developer APIs|Services|Enterprise Software|, Developer APIs ,5000000.0,operating,ESP,2.0,2007-12-01,2010-04-20,2013-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,871.0,1100.0,2500000.0,0,1,0
|Biotechnology|, Biotechnology ,390000.0,operating,USA,3.0,2011-01-01,2011-08-31,2013-07-16,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0,0,0,15.0,242.0,685.0,130000.0,0,1,0
|Software|, Software ,2000000.0,operating,USA,1.0,2008-01-01,2011-08-19,2011-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,1326.0,0.0,2000000.0,1,1,0
|Human Resources|Consulting|Social Commerce|Recruiting|Freelancers|Search|, Human Resources ,,operating,USA,1.0,2012-01-01,2013-10-29,2013-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,667.0,0.0,,1,0,0
|Manufacturing|, Manufacturing ,13780000.0,operating,FRA,1.0,,2009-05-20,2009-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,13780000.0,1,0,1
|Clean Technology|, Clean Technology ,15152514.0,operating,GBR,1.0,2007-01-01,2014-03-03,2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,2618.0,0.0,15152514.0,1,0,1
|Software|, Software ,1000000.0,operating,USA,1.0,2013-08-15,2014-09-01,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,382.0,0.0,1000000.0,1,1,0
|Clean Technology|, Clean Technology ,15000000.0,acquired,USA,3.0,1999-01-01,2007-09-05,2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,3169.0,904.0,5000000.0,0,3,1
|Software|, Software ,272000.0,closed,IRL,1.0,2003-01-01,2007-05-01,2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.0,1581.0,0.0,272000.0,1,0,1
|Coupons|Retail Technology|Online Shopping|Payments|, Online Shopping ,25500000.0,operating,IRL,1.0,2004-01-01,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,3347.0,0.0,25500000.0,1,2,1
|Security|, Security ,56567194.0,operating,USA,6.0,2002-01-01,2006-01-17,2013-10-04,0.0,0.0,0.0,3567194.0,0.0,0.0,0.0,0,0,0,24.0,1477.0,2817.0,9427865.666666666,0,3,1
|Flash Storage|Security|, Flash Storage ,3393925.0,operating,USA,2.0,2007-11-01,2008-02-20,2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,111.0,826.0,1696962.5,0,2,1
|Video|Games|, Video ,163934.0,operating,missing,1.0,,2013-12-01,2013-12-01,0.0,0.0,0.0,0.0,163934.0,0.0,0.0,0,0,1,,,0.0,163934.0,1,0,0
|Medical|Specialty Foods|Animal Feed|, Specialty Foods ,,operating,DEU,1.0,,2014-10-10,2014-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Web Hosting|Networking|, Networking ,1000.0,operating,BWA,1.0,2013-07-12,2014-05-14,2014-05-14,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,306.0,0.0,1000.0,1,0,0
|E-Commerce|, E-Commerce ,2234979.0,operating,USA,5.0,2009-04-01,2011-07-01,2013-07-26,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0,0,0,17.0,821.0,756.0,446995.8,0,2,1
missing,missing,228187.0,operating,GBR,1.0,,2013-07-01,2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,228187.0,1,1,0
|Enterprise Software|, Enterprise Software ,6246800.0,operating,missing,2.0,1997-01-01,1999-07-01,2000-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,29.0,911.0,366.0,3123400.0,0,2,1
|Machine Learning|Network Security|, Machine Learning ,81000.0,operating,USA,1.0,2014-01-01,2014-10-22,2014-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,294.0,0.0,81000.0,1,0,1
|Venture Capital|Peer-to-Peer|Networking|Finance|Entrepreneur|Crowdfunding|Social Media|, Entrepreneur ,1050000.0,operating,USA,3.0,2008-01-23,2008-04-01,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,69.0,791.0,350000.0,0,1,0
|Messaging|, Messaging ,750000.0,operating,USA,1.0,2010-01-01,2011-07-11,2011-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,556.0,0.0,750000.0,1,2,1
|Security|, Security ,38064570.0,acquired,USA,4.0,2004-01-01,2006-05-08,2012-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,858.0,2165.0,9516142.5,0,3,1
|Enterprise Software|, Enterprise Software ,800000.0,operating,USA,2.0,2013-01-01,2013-02-21,2014-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,51.0,449.0,400000.0,0,1,0
|Software|, Software ,1000000.0,operating,USA,1.0,2004-01-01,2010-06-15,2010-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,2357.0,0.0,1000000.0,1,0,1
|Commercial Real Estate|Real Estate|, Commercial Real Estate ,17400000.0,operating,USA,4.0,2011-01-01,2011-09-01,2013-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,243.0,518.0,4350000.0,0,3,1
|Advertising|Promotional|Android|Mobile|Curated Web|, Promotional ,,operating,CHE,2.0,2011-01-01,2011-09-12,2014-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,254.0,881.0,,0,0,0
|Web Hosting|, Web Hosting ,2258720.0,acquired,SWE,1.0,,2006-02-13,2006-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,2258720.0,1,3,1
|Software|, Software ,,operating,USA,1.0,2004-08-15,2004-11-01,2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,78.0,0.0,,1,0,0
|Mobile|, Mobile ,485610.0,operating,SWE,2.0,,2012-08-24,2014-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,769.0,242805.0,0,1,0
|Biotechnology|, Biotechnology ,37956999.0,operating,USA,3.0,2011-01-01,2012-02-14,2013-04-12,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0,0,0,15.0,409.0,423.0,12652333.0,0,2,1
|Web Design|, Web Design ,,operating,USA,1.0,2014-06-12,2014-06-28,2014-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,16.0,0.0,,1,0,0
|Entertainment|Games|, Games ,450000.0,operating,USA,1.0,1991-05-01,2014-08-15,2014-08-15,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,35.0,8507.0,0.0,450000.0,1,0,0
|Mobile Games|Design|Game|, Game ,100000000.0,operating,KOR,1.0,,2014-11-13,2014-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,100000000.0,1,0,0
